data,stayingpower,texture,smell,price,others,colour,shipping,packing
"Son đẹp, mướt, màu xinh. Giao đúng hàng, đủ hàng. 🥰🥰🥰",,positive,,,,positive,neutral,
"Son màu đẹp thơm, lên môi màu chuẩn, đẹppppppppppppp",,,positive,,,positive,,
"Công dụng: màu lên chuẩn, đẹp
Kết cấu: đặc
Độ bền màu: sau khi ăn xong son chỉ trôi 1 ít
Mùi son giống mùi nho, thơm lắm, chất son đặc nhưng dễ tán, lên màu chuẩn 💖🤣👌 tôn da lắm ạ",neutral,positive,positive,,,positive,,
Hànggg ổnnn đónggg góiiii cẩnnn thậnnn ………………………………………..,,,,,,,,positive
Mùi thơm nha mọi người giao hàng rất nhanh chóng luôn giao hàng vui vẻ thân thiện nên mua thử nhé,,,positive,,,,positive,
Chất son thì khỏi bàn tại mìn muốn màu sáng hơn nên thử mua em này,,positive,,,,neutral,,
Chất son ok mùi son cũng được... nói chung là nên mua nha.....,,positive,positive,,,,,
"Màu 404 đỏ hơn 403, 403 giống m2 merzy phết. Chất son cực mịn và mền",,positive,,,,neutral,,
"Son màu siu đẹp, mềm, nhưng khá nhạt mn có thể cân nhắc, chất son ok",,positive,,,,positive,,
Khỏi phải bàn màu mê thôi rồi 😍😍😍 mua hãng này rất nhìu lần r 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,,,,,,positive,,
Son đẹp hàng chuẩn đóng gói cực kì kĩ luôn rất rất ưng luôn sẽ mua lại,,,,,,,,positive
Son xinh lắmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,,,,,neutral,,,
"Gòi hàng cẩn thận, màu son đẹp, hình ảnh chỉ mang tính chất nhận xu",,,,,,positive,,positive
"Trộm vía hàng về cũng nhanh, trước thời gian dự kiến luôn, son thơm mùi socola, test lên tay thì thấy mịn, son bóng thơm mùi bạc hà, nói chung ưng nhaaa",,positive,positive,,,,positive,
Son đẹp lắm rất ưng ạ,,,,,neutral,,,
1 cây cọ bị cụt 1 cây cọ bị cụt 1 cây cọ bị cụt 1 cây cọ bị cụt đầucây cọ bị cụt 1 cây cọ bị cụt 1 cây cọ bị cụt 1 cây cọ bị cụt cây cọ bị cụt 1 cây cọ bị cụt 1 cây cọ bị cụt 1 cây cọ bị cụt cây cọ bị cụt 1 cây cọ bị cụt 1 cây cọ bị cụt 1 cây cọ bị cụt đ,,,,,neutral,,,
"Đóng gón cẩn thận, giao hàng nhanh, son mua ở shopee mall nên yên tâm về chất lượng",,,,,,,positive,positive
Mua tặng nên không bình luận gì. Hình ảnh chỉ mang tính chất nhận xu,,,,,neutral,,,
Chưa test màu nên chưa bít ra sao kwbdksndkznsjdjxbakwkdbxnzka,,,,,,neutral,,
"Chất son đỉnh thật sự, vừa rẻ vừa xịn lại đa dạng màu ❤️ đúng màu , giao hàng nhanh",,,,positive,,positive,positive,
"Công dụng: jw
Cực kì lì nha mn. Nhanh khô, màu cực đẹp. Không mùi lắm. Vỏ đẹp. Mua hồi sale nên được giá rẻ, ưng lắm",positive,positive,neutral,positive,,positive,,
Hausjsjsjdsjsjnsnsnana a d ndjdkdjejwjwjwnnwnwjwjwjjwjwk,,,,,neutral,,,
Son đẹp thơm nhưng màu lên môi chưa chuẩn vs giá này mà son đẹp thì cũng nên mua,,,positive,positive,,negative,,
"Son đẹp lm ạ, chất lg nx nhưng em chọn nhầm màu nhưng vẫn xinh lm ạ, shop chất lg nhé, sẽ ủng hộ lần sau",,,,,,positive,,
Sp quá ok mua lại lần baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,,,,,neutral,,,
"son siêu mềm mịn màu lên đẹp , màu 02 này dùng không thì sẽ hơi dừ , có makeup đi kèm sẽ đẹp hơn",,positive,,,,neutral,,
"Son thơm, màu xịn, đánh lên không khô môi, đẹp lắm mọi người, nên mua nhé (hình ảnh,vid mang tính chất nhận xu )",,positive,positive,,,positive,,
"Son màu xink, khá bé. Chất son oki. Ship nhanh. Màu khá giống trên ảnh",,,,,,positive,positive,
"Hàng ổn so với giá tiền, shop giao hàng nhanh ạ. Hình ảnh mang tính chất lấy xu hihihi",,,,positive,,,positive,
Màu k giống trên hình cho lắm ah.............../2ssssssssss,,,,,,negative,,
"🔰Địa điểm tham quan Tết Dương lịch này
🍓 Vườn Dâu Tây sẽ có quả khoảng 2 tuần nữa 
👉 Diện tích lần này đầu tư khá lớn đó cả nhà 
📸 Được chụp Khoảng16h00 Chiều nay 
 BaBe Tour Review địa điểm du lịch tại Bắc Kạn",,,,,neutral,,,
"Ship siêu nhanh, đánh son có chút bóng nhẹ, mà giá quá hạt rẻ cho 1 thỏi son",,,,positive,,,negative,
"màu son đẹp
chất son lì
không bị khô môi
giao hàng nhanhhhhhhhh",positive,positive,,,,positive,positive,
Nhắn tin shop k tl. Đặt 6 son giao có 4. Hàng giao hoen 1 tháng mới nhận đc. K hiểu shop làm ăn kiểu gì,,,,,,,negative,
"Rất thích sản phẩm của shop, shop đóng gói hàng siêu kỉ. Cho shop 5 sao",,,,,,,,positive
Ehhktuưuwtjrjqtjqtjqfbqjqtuâruqrjrqjwjâưuârjwgkquưuâ,,,,,neutral,,,
Sản phẩm đẹp chất lượng rất đáng tiền nhé.mọi người nên mua nhé,,,,positive,,,,
"son màu đẹp, chất lượng tuỵet vời, đóng gói kĩ. hình ảnh mang tc nhận xu",,,,,,positive,,positive
"Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. Hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng hoa. Xin nghiêng mình cảm ơn vì tất cả",,,,,,,positive,positive
Son oke lì màu hơi nhạt so vs hinhggggvvvvv fhjnnjkkkk bbbh,positive,,,,,negative,,
"Son đẹp, đáng tiền, chất lượng sản phẩm tuyệt vời..........",,,,positive,,,,
"Màu đẹp, lên môi tôn được da, chất son mịn, không gây khô môi..",,positive,,,,positive,,
Son giao đúng màu nha. Mình mua lần thứ 2 rùi nên k có gì phải chê cả. Ở HN mà đặt tận trong HCM 🤣,,,,,,positive,neutral,
"hơi hồng hồng 
như mà tôn răng lắm nhaa
tuyệttttttttttttttttttttttttttt",,,,,,positive,,
son xinh lắm lên màu ổn nsshjznx xjskanabxxhxjkznznsnzbxhxjxbxbxjsjansnxb bjxjznanana xbxhdisja,,,,,,positive,,
"Chất mềm mịn, nhưng hơi nhanh trôi
Giao đúng đủ hàng
Shop chăm sóc tốt",negative,positive,,,,,positive,
Giao hàng nhanh đóng gói sản phẩm chắc chắn shop phục vụ rất tốt ,,,,,,,positive,positive
Nhận đủ hàng. Shop chốt hàng nhanh và giao nhanh số với những đơn hàng mình đặt. Shop rất uy tín. Bảo bì rất là đẹp mắt.,,,,,,,positive,
"Son đep, lâu trôiiii mãi yeuuuuuuuuu, lần sau sẽ muaaaaaaaaaaa",positive,,,,,,,
"Đóng gói kĩ lắm ạ, son lên màu xinh, mùi hơi hắc xíu, hàng oke lắm ạ.",,,negative,,,positive,,positive
Hình ảnh mang tính chất nhận xu hết:))))))))))))))))))))))))))))))),,,,,neutral,,,
Màu son đẹp chất son mềm mịn nch ok đã mua nhiều lần của shop sau sẽ mua tiếp,,positive,,,,positive,,
"Shop đóng hàng cẩn thận, shop quốc tế nên giao hàng mất 10 ngày. Chưa test son, nên chưa biết sp thế nào.",,,,,,,negative,positive
"Son đẹp lắm mng ơii , màu lên chuẩn mềm môi nè 
Nma giao hàng lâu lắm đặt 9/9 ngày 20/9 mới giao :((",,,,,,positive,negative,
Chất lượng sản phẩm tuyệt vời giao hàng nhanh shop thân thiện sẽ ủng hộ tiếp ạ,,,,,,,positive,
Ndhdhshhsvsvshahbsbshdhdbhdhdbdbdbdhudbshdbdbdbbdbdbdb,,,,,neutral,,,
"Nhận được son mà bất ngờ, chất son mềm mịn, lì và khô (nhưng vẫn không bị khô môi) mùi hơi hóa học với cả đầu co hơi cứng, nhưngg với 20k thì là quá xịn xò rồi :3
P/s: h.ảnh và vid mang t.chất minh họa",positive,positive,negative,positive,,,,
Hình ảnh mang tính chất nhận xu . Son mua đc rẻ nhưng mà nhiều nước đánh lên từng vệt . Không đc đẹp lắm =)),,negative,,positive,,,,
"Son siêu xinh nhé, lần đầu mua màu đậm như này nên hơi ko quen lắm",,,,,,negative,,
"Hàng đẹp chất lượng, giá hạt dẻ, sẽ thử make up ạ, thích nha hihi",,,,positive,,,,
"Màu và chất ok đấy, cơ mà lúc mình nhận vỏ 1 nơi 1 nẻo vì bị gãy rồi",,positive,,,,positive,,
"Giao hàng nhanh khiếp,  màu xinh quá,đúng kiểu ko khí noel tết.",,,,,,positive,positive,
"Công dụng: sOn
Kết cấu: mịn mùi chocolate
Độ bền màu: mau trôi
Tiền nào của nấy thôi ạ màu không giống hình bôi phát  trôi i luôn",negative,positive,positive,,,,,
"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này",,,,,neutral,,,
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm tốt đẹp và chắc chắn,,,,,,,,positive
"Chất lượng sản phẩm tốt 
Đóng gói chắc chắn 
Thời gian hơi lâu 
Đáng tiền 
Lên mua ",,,,positive,,,negative,positive
"rẻ nhưng chất lượng ạ
màu son lên chuẩn, khá là mịn môi..tuy nhiên son phải tán nhanh vì nhanh bám 
sẽ ủng hộ shop lần sau ạ",,positive,,positive,,positive,,
Dịch nhưng shop vẫn giao hàng nhanh. Màu này đẹp lắm ạ. Đánh vào buổi tối thì cực xinh luôn. Trắng da trắng răng nha mng,negative,,,,,positive,,
SONET/SDH is a synchronous network using synchronoushhhhh,,,,,neutral,,,
"Son rất đẹp, màu tây dã man . Shop đỉnh gheeeeeee ạ . Đánh lên rất nhẹ",,positive,,,,positive,,
"Hình ảnh và clip mang tính chất nhận xu, 
sp tốt mua và flash sale giá như vậy so với chất lượng thì khá tốt 👍👍👍👍",,,,positive,,,,
"Mua lần thứ 2 rồi nên không có ý kiến gì, chất lượng sản phẩm vẫn rất ok nha mng, giao hàng nhanh nữa, ảnh và video không liên ạaa ",,,,,,,positive,
"Son xinh lắm nè, có mùi thơm nhẹ, giá rẻ cơ mà nếu mua son màu này thì nên cân nhắc xíu tại nó hơi chìm",,,positive,positive,,negative,,
"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này.",,,,,neutral,,,
"Giá rẻ nhưng rất chất lượng, đóng gói chắc chắn , chất son mịn thơm mùi chocolate, nên mua",,positive,positive,positive,,,,positive
Son siêu xinh. Quá rẻ. Son lì. Mỗi tội giao hơi lâu do là hàng nước ngoài những k sao cho chất lượng sp okeee❤ quá rẻ cho 1 đôi môi xinh nhee mn❤,positive,,,positive,,,negative,
"Hàng giao rất nhanh, sản phẩm tốt, vỏ cầm chắc tayy  nch là đẹpp",,,,,,,,positive
màu k giống hình lắm do dịch nên giao hơi lâu quá cả dự kiến mấy ngày,,,,,,negative,negative,
"Công dụng: son k lì
Kết cấu: đẹp..................
Độ bền màu: mau trôi .............. ...",negative,positive,,,,,,
"Son màu xinh xắn dễ thương nhỏ gọn. Giá ổn hợp lý, đóng gói kĩ càng cẩn thận ko bị trầy xước",,,,positive,,positive,,positive
Son lên màu siêu siêu xinh!!! Đóng gói rất cẩn thận!!! Rất rẻ so với chất lượng tốt như này!!!,,,,positive,,positive,,positive
Màu cam lắm. Chất bột nhé. Mình ko thích sẽ ko mua lại đâu. Ahihi,,negative,,,,positive,,
"Hàng đóng gói hơi bị xịn nhaaaaa, son siu ưnggggggggggggggggggggggggggggggggg",,,,,,,,positive
Màu lên đẹp. 👍,,,,,,positive,,
Hàng giao nhanh đủ giá thì hạt dẻ chưa dùng chưa biết tnao nhưng nhìn thì đã ưng mắt rồi,,,,positive,,,positive,
"Packaging đẹp quá ulatr, chưa test thử nên hem biết 😙",,,,,neutral,,,
Giao hàng siêu nhanh luôn ạ. Đóng gói cẩn thận. Hình ảnh mang tính chất nhận xu,,,,,,,positive,positive
Son đẹp xĩu ạ 😍😍😍😍😍😍888888fbdbbdhdbdbbdbxbbdbdbbdbdbxbx,,,,,neutral,,,
"Độ bền màu: tốt so
Xinh nha mọi người không ngờ nhận nhanh vậy luôn. Nên mua",positive,,,,,,positive,
"Màu son khá đẹp giống trong hình
Hình như son k có mùi thì phải nhưng hàng ngon thế giá lại rẻ thì quá dc luôn",,,neutral,positive,,positive,,
Sp tốt son rất thơm mềm môi hàng shop giao nhanh rất ok lần sau sẽ ủng hộ shop nữa hjkdnbdjsknbxnajmsnbxhdjkzndjkdkkfkskjdjjdkskkkdkjd,,positive,positive,,,,positive,
"son dùng ổn áp lắm
chất lượng sp tuyệt vời
chất lượng sp tuyệt vời ",,,,,neutral,,,
Dù dịch nhưng giao hàng mất 7 ngày thui  mọi người ạ mình mua của shop đây là cây thứ 5 rồi dùng mê xỉu lun,,,,,,,positive,
"đặt mua hộ nên ko rõ màu có chuẩn như rewiew ko, nhng shop mall thì rất yên tâm, giao hàng nhanh đóng gói kĩ càng còn có cả thiệp cảm ơn nữa, nên mua nha 👍👍",,,,,,neutral,positive,positive
"Son siêu xinh
Lên màu đẹp, mùi cũng không khó chịu lắm
Nên mua nha",,,neutral,,,positive,,
"Mua tặng nên không có mở ra, đóng gói cẩn thận, giao hàng khá nhanh",,,,,,,positive,positive
Spham chât lượng tuyệt vời mn nên mua nhaaaaaaaaaaaaa!;₫2&.’kcksk,,,,,neutral,,,
Xinh xỉu mà lên màu cũng xinhh lémmmmmm !!! Mua bao lần r nên rất hài lòng !!!,,,,,,positive,,
"Shop đóng gói cẩn thận, giao hàng nhanh
Mua 2 thỏi bbia còn được tặng thêm 2 thỏi eglips
Màu son lên đẹp, hợp với cả da trắng và da ngăm nhaaa",,,,,,positive,positive,positive
Son y hình ạ,,,,,neutral,,,
"Son kem lì Bbia Last Velvet Lip Tint Version 3  - 11 Calm Boss 5g (Hồng đỏ đất)
Khối lượng: 5g/ 5 colors
Xuất xứ: Hàn Quốc

Son kem lỳ Bbia Last Velvet Lip Tint là dòng son lỳ với độ bám dính cực cao, hút vào môi bạn như nam châm và lên màu rõ ràng chỉ sau một lần thoa.

Thân son bằng nhựa trong giú",,,,,neutral,,,
"Giao hàng nhanh, gói hàng rất kỹ……………. Giá cả tương đối hợp lý. Mng có thể an",,,,positive,,,positive,positive
"Màu son sinh nhma theo mình thấy thì nó ko lì như mô tả đâu nha mọi người, gói hàng rất là cẩn thận luôn",negative,,,,,positive,,positive
"Màu son đẹp, dễ trang điểm phối cùng. Giao hàng siêu nhanh. Gói cẩn thận",,,,,,positive,positive,positive
Son cũng okilllaaaa phết ạ. Giao hàng cũng ko lâu mấy trông cây son cũng xinh xẻo hihiiiiiiiiiiiiiiiiiiiiiiiii,,,,,,,positive,
Bcnsaosunjwaoqoqiwjehrjfdmswkwoqoqihdbdbdfnfnxkakajwhshdbxnxncbfjdkdkdkk,,,,,neutral,,,
dịch thì hàng về hơii lâu 15 ngày nhưng mà mê màu son quá ☺,,,,,,positive,negative,
"Son có độ bám tốt, mùi khá thơm, sẽ ủng hộ lâu dài,,,,,……………………..",positive,,positive,,,,,
sjijsjajshsjjssnsjxhzjhajajshsjzjznzjzhbzjzhzbzjzjzjn,,,,,neutral,,,
"Giao nhanh, check hàng chính hãng mùi khá thơm k nồng. Đáng mua ạ",,,positive,,,,positive,
Son bám màu lâu hơi khô màu hồng ơi là hồng giá rẻ giao hàng nhanh,positive,negative,,positive,,neutral,positive,
Giao đúng mẫu .. chất lượng .. giá thành hợp lí,,,,positive,,,neutral,
NAN,,,,,neutral,,,
"Công dụng: son màu ổn
Kết cấu: ok
Độ bền màu: kh bền dễ phai
dhdhdndnxnxnnxnxjxnxnxnxhxhnxxnhx",negative,positive,,,,positive,,
"Màu chuẩn, chất son mượt, mềm môi, sẽ mua ủng lại sản phẩm này.",,positive,,,,positive,,
Mua tặng bạn mà thấy xinh xỉu luôn ạ. Hình ảnh và video chỉ mang tính chất nhận xu,,,,,neutral,,,
hơi bị xinh nhé các nàng ơi lên môi mượt lắm luôn nhue nhung v á múc liền múc liền,,positive,,,,,,
|Hãy chia sẻ những điều bạn thích về sản phẩm này nhé........,,,,,neutral,,,
"Mình rất ưng ý và hài lòng ạ, chất son và màu son đúng như mong đợi, sản phẩm tuyệt vời 💯",,positive,,,,positive,,
"Đóng gói hàng rất cẩn thận, son lên màu rất xinh nhé, cảm ơn shop nhiều nha 🥰🥰🥰🥰🥰🥰🥰🥰🥰",,,,,,positive,,positive
"Son xinh lắm luôn, màu hơi bị ghiền ý. Vỏ ngoài cũng siêu xinh !!! Mà mình k ngờ là nó to vậy luôn, cầm chắc tay đã ghê hihii. Shop đóng gói kĩ mà tư vấn cũng nhiệt tình nữa, lần sau sẽ ủng hộ tiếp nè
P/s: sau khi test thử thì mình thấy son lên môi khá khô, nên bôi 1 lớp dưỡng trc nhé !",,negative,,,,positive,,
trời ưi son siuuu xinh lun ă. Vì săn sale nên có mấy nghìn xong anh shiper kh lấy tiền luôn:)),,,,positive,,,,
"Hong biết kẻ, mua về tập tành mà chưa có thời gian  huhu mà thấy dễ trôi",negative,,,,,,,
Chất lượng sản phẩm tuyệt vời đóng gói sản phẩm chắc chắn và đẹp,,,,,,,,positive
"Đã nhận được hàng. 
Sản phẩm phù hợp giá tiền
Ok moooookkkkkkkkkkkkkkkkkk",,,,positive,,,,
"Sữa tắm thơm,  dưỡng ẩm tốt,  sữa rửa mặt rất đỉnh luôn ạ uwu,  bth e dùng được srm đâu mà dùng loại này da dịu cũng k bị lên mụn nchung là đỉnh lắm ạ!!!!",,,,,neutral,,,
